"total_cup_points","species","owner","country_of_origin","farm_name","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","moisture","category_one_defects","quakers","color","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
79,"Arabica","israel eduardo paz garcia","Mexico","el sauce","Typica","Semi-washed / Semi-pulped","7.5","7.17","6.92","7.5","7.25",7,"8.67",10,10,7,"0.14",3,0,"Green",1550,1550,1550
79,"Arabica","juan avenamar rodriguez funez","Mexico","pico del oro","Typica","Washed / Wet","7.17","6.83","6.83","7.25","7.17","6.92",10,10,10,"6.83","0.14",7,0,"Green",12,12,12
"78.92","Arabica","alfredo bojalil","Mexico","santa teresa","Typica","Washed / Wet","7.33",7,"6.75","7.08","7.17","7.25","9.33",10,10,7,"0.12",0,0,"Green",1300,1300,1300
"78.92","Arabica","israel eduardo paz garcia","Mexico","la pandora","Typica","Washed / Wet","7.5",7,"6.92","7.08","6.92","6.75",10,10,10,"6.75","0.16",0,0,"None",1400,1400,1400
"78.83","Arabica","exportadora atlantic, s.a.","Nicaragua","finca las marías","Caturra","Other","7.17",7,"6.92",7,7,7,10,10,10,"6.75","0.1",0,2,"Green",1100,1100,1100
"78.75","Arabica","eileen koyanagi","United States (Hawaii)","NA","NA","Natural / Dry","7.5","6.92","6.92","7.25","7.58","7.42","9.33","9.33","9.33","7.17","0.12",5,0,"Green","NA","NA","NA"
"78.75","Arabica","juan luis alvarado romero","Guatemala","la castellana","Bourbon","Washed / Wet","7.33","7.08","6.33","7.25",7,7,10,10,10,"6.75","0.12",1,0,"Green","1310.64","1310.64","1310.64"
"78.75","Arabica","octavio augusto diaz trejo","Mexico","la patrona, el trebol, la cadena","Typica","Washed / Wet","7.25","6.83","6.83",7,"7.17",7,10,10,10,"6.67","0.14",0,0,"Green",1320,1320,1320
"78.75","Arabica","damaso martinez perez","Mexico","el tesoro","Typica","Semi-washed / Semi-pulped","7.25","7.33","7.17","7.25","7.08",7,"8.67",10,10,7,"0.14",0,0,"None",1250,1250,1250
"78.75","Arabica","productores de especialidad emiliano zapeata, spr.","Mexico","los encinos","Bourbon","Washed / Wet","7.67","7.17","6.83","7.33","7.58","7.17","9.33",10,"8.67",7,"0.12",0,0,"NA",1350,1350,1350
"78.67","Arabica","adam ciruli ye","China","alicia's farm","Typica","Washed / Wet",7,"6.92","6.83","7.17","7.17","7.17",10,10,"9.33","7.08",0,0,0,"Green",1850,1850,1850
"78.67","Arabica","juan garcia hernandez","Mexico","los pinos","Caturra","Washed / Wet","6.92","6.92","6.67","7.25","7.17","6.92",10,10,10,"6.83","0.13",0,0,"None",1150,1150,1150
"78.58","Arabica","exportadora atlantic, s.a.","Nicaragua","los saltarines","NA","NA","7.08",7,"6.75","6.83","7.08","6.92",10,10,10,"6.92","0.1",1,5,"Green","NA","NA","NA"
"78.58","Arabica","exportadora atlantic, s.a.","Nicaragua","NA","NA","Natural / Dry","6.83","7.08","6.92","6.75","7.25","7.08",10,10,10,"6.67","0.11",1,0,"Green","NA","NA","NA"
"78.58","Arabica","juan luis alvarado romero","Guatemala","various","Other","Washed / Wet","7.33","7.17","6.92","7.58","7.25","7.17","8.67","9.33",10,"7.17","0.12",0,0,"Green","1219.2","1219.2","1219.2"
"78.58","Arabica","lin, che-hao krude 林哲豪","Taiwan","kan tou mountain coffee 崁頭山咖啡館","Typica","Washed / Wet","6.83","6.75","7.17","7.25",7,"6.92",10,10,10,"6.67","0.1",0,0,"Green",800,800,800
"78.58","Arabica","alfredo bojalil","Mexico","grapos el porvenir","Typica","Washed / Wet",7,7,"6.75","7.33","6.92","6.92",10,10,10,"6.67","0.13",0,0,"Green",1400,1400,1400
"78.58","Arabica","organizaciones de productores de cafe colimense","Mexico","cofradia","Typica","Washed / Wet","7.92","7.58","7.58","7.92","7.92","7.5",8,"6.67",10,"7.5","0.1",0,0,"NA",1300,1300,1300
"78.58","Arabica","kona pacific farmers cooperative","United States (Hawaii)","kona farms","NA","NA","7.92","6.83","7.08","7.42","6.75","7.33","8.67","9.33",10,"7.25",0,0,0,"NA","NA","NA","NA"
"78.5","Arabica","kurt kappeli","Mexico","various","Bourbon","Washed / Wet","7.25","6.75","6.92","6.92","7.25","7.58","9.33","9.33",10,"7.17",0,0,0,"Green",1600,1600,1600
"78.5","Arabica","rosario miguel hernandez","Mexico","finca sego","Typica","Washed / Wet","7.08","6.83","6.83",7,7,"6.92",10,10,10,"6.83","0.12",0,0,"None",1400,1400,1400
"78.5","Arabica","francisco ruiz nunez","Mexico","cerca de los angeles","Caturra","Washed / Wet","7.25","7.17",7,"6.83","7.58","7.08","8.67",10,10,"6.92","0.13",1,0,"Green",1200,1200,1200
"78.42","Arabica","bourbon specialty coffees","Brazil","santa maria","Catuai","Natural / Dry","6.83",7,"6.92","7.08","6.92","6.83",10,10,10,"6.83","0.12",3,0,"Green","NA","NA","NA"
"78.42","Arabica","israel eduardo paz garcia","Mexico","el naranjo","Typica","Washed / Wet","7.58","7.17",7,"7.17","7.33",7,8,10,10,"7.17","0.14",0,0,"None",1500,1500,1500
"78.33","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.5","7.75","7.58","7.83","7.92","7.92","7.33",8,"8.67","7.83","0.1",0,0,"Bluish-Green","NA","NA","NA"
"78.33","Arabica","juan luis alvarado romero","Guatemala","various","Other","Washed / Wet","7.17","6.5","6.67",7,"7.17","7.17",10,10,10,"6.67","0.1",0,0,"Green","1219.2","1219.2","1219.2"
"78.33","Arabica","juan luis alvarado romero","Guatemala","el sacramento","Bourbon","Washed / Wet","7.17","7.17","6.5","7.17",7,"6.83",10,10,10,"6.5","0.11",1,0,"Green","1310.64","1310.64","1310.64"
"78.33","Arabica","pablo cervantes morelos","Mexico","llano hermoso","Typica","Natural / Dry","7.25","7.25",7,"7.5","7.33","7.42",8,"9.33",10,"7.75","0.13",31,0,"Green",1300,1300,1300
"78.33","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","7.17","6.08","6.17","7.25","7.33","7.33",10,10,10,7,"0.11",0,0,"Green","NA","NA","NA"
"78.25","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.5","7.5","7.33","7.58","7.5","7.42","8.67","8.67","8.67","7.42","0.11",2,0,"Green","NA","NA","NA"
"78.25","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.42","7.33","7.33","7.5","7.67","7.75",8,"8.67","9.33","7.25","0.11",4,0,"Green","NA","NA","NA"
"78.17","Arabica","sanjava coffee","Indonesia","various","Java","Washed / Wet","6.92","6.83","6.92","6.92","6.92","6.83",10,10,10,"6.83","0.13",0,0,"NA",1300,1300,1300
"78.08","Arabica","gustavo amieva gonzalez","Mexico","NA","Typica","Washed / Wet","7.08","6.83","6.67","7.25","7.25","6.92",10,"9.33",10,"6.75","0.11",0,0,"Green",1050,1050,1050
78,"Arabica","lin, che-hao krude 林哲豪","Taiwan","大鋤花間 (hoe vs. flower coffee farm)","Yellow Bourbon","Washed / Wet","7.5","7.08","7.33","7.17","7.5","7.5","6.67",10,10,"7.25",0,3,0,"Green",650,650,650
78,"Arabica","cafes finos de exportacion s de r.l.","Honduras","various","Pacas","Natural / Dry","6.83",7,"6.67",7,7,"6.83",10,10,10,"6.67","0.11",2,0,"Green",1350,1350,1350
78,"Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.58","7.33","7.5","7.42","7.5","7.33",8,"8.67","9.33","7.33","0.12",2,0,"Green","NA","NA","NA"
78,"Arabica","juan luis alvarado romero","Guatemala","various","Other","Washed / Wet","7.42","7.25","6.83","7.33",7,"6.92","9.33","9.33","9.33","7.25","0.1",1,0,"Green","1219.2","1219.2","1219.2"
78,"Arabica","samuel eli gurel","China","hani","Typica","Washed / Wet","7.33","7.17","6.92","7.08","7.33",7,"9.33","9.33","9.33","7.17","0.1",0,0,"Green",1200,1200,1200
78,"Arabica","juan luis alvarado romero","Guatemala","la union monte verde","Bourbon","Washed / Wet",7,"6.83","6.83","7.17","6.67","6.83",10,10,10,"6.67","0.11",3,0,"Green","1310.64","1310.64","1310.64"
78,"Arabica","alejandro garcia palacios","Mexico","finca la fortuna","Other","Washed / Wet","7.25","7.33",7,7,"7.25","7.08",10,10,8,"7.08","0.12",2,0,"Green",850,850,850
78,"Arabica","mao-heng chu","Colombia","NA","NA","NA","7.42","7.17",7,"7.17","7.67","7.17","8.67","9.33","9.33","7.08","0.1",1,0,"Green","NA","NA","NA"
"77.92","Arabica","santa laura exportadora de cafe s.l.e.c. s.a.","Costa Rica","several","Caturra","Washed / Wet","7.5","7.25","7.42",7,"7.08","6.83","8.67","9.33",10,"6.83","0.12",2,0,"Green",1200,1200,1200
"77.92","Arabica","gustavo abarca solis","Mexico","el regadito","Typica","Washed / Wet","7.42","7.25",7,7,"7.25","7.08",8,10,10,"6.92","0.11",0,0,"Green",1248,1248,1248
"77.92","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","7.17","6.17","6.17","7.08","7.33","6.83",10,10,10,"7.17","0.11",0,0,"Green","NA","NA","NA"
"77.83","Arabica","bencafe, s. a.","Nicaragua","el brigadum - la coronela","NA","NA","7.42",7,7,"7.17","7.08",7,"9.33","8.67",10,"7.17","0.1",0,0,"Bluish-Green",1000,1000,1000
"77.83","Arabica","cafe politico","Brazil","NA","NA","Washed / Wet",7,"6.75","6.67","6.83","7.08","6.83",10,10,10,"6.67","0.11",0,0,"NA","NA","NA","NA"
"77.83","Arabica","juan luis alvarado romero","Guatemala","el sacramento","Bourbon","Washed / Wet",7,"6.83","6.67","7.17","6.83","6.83",10,10,10,"6.5","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"77.67","Arabica","lin, che-hao krude 林哲豪","Taiwan","dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","Typica","Washed / Wet","7.17","6.75","6.58","7.33","7.33","7.17","9.33","9.33",10,"6.67","0.11",0,0,"Bluish-Green",750,800,775
"77.58","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","NA","Natural / Dry","7.58","7.67","7.58","7.67","7.42","7.42","9.33","9.33",6,"7.58","0.12",1,0,"Green","NA","NA","NA"
"77.5","Arabica","stephany escamilla femat","Mexico","rancho los laureles","Typica","Washed / Wet","7.17","6.75","6.58","6.75","6.83","6.75",10,10,10,"6.67","0.13",0,0,"Green",1300,1300,1300
"77.42","Arabica","juan luis alvarado romero","Guatemala","la esperanza y anexos","Bourbon","Washed / Wet","7.08","6.92","6.33",7,"6.92",7,10,10,10,"6.17","0.11",2,0,"Green","1310.64","1310.64","1310.64"
"77.33","Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.5","7.33","7.42","7.58","7.58","6.92",8,8,10,7,0,0,0,"Green",890,890,890
"77.33","Arabica","juan luis alvarado romero","Guatemala","various","Other","Washed / Wet","7.33",7,"6.83","7.17","7.17","7.17","9.33","9.33","9.33","6.67","0.1",1,0,"Green","1219.2","1219.2","1219.2"
"77.33","Arabica","israel eduardo paz garcia","Mexico","el naranjo","Typica","Washed / Wet","7.33",7,"6.67",7,"6.92","6.92","9.33","9.33",10,"6.83","0.15",4,0,"None",1500,1500,1500
"77.25","Arabica","myriam kaplan-pasternak","Haiti","mixed","Typica","Washed / Wet","6.83","6.83","6.83","6.75","6.92","6.92","9.33",10,10,"6.83","0.1",0,0,"NA",400,1250,825
"77.25","Arabica","eileen koyanagi","United States (Hawaii)","NA","NA","Natural / Dry","7.08","6.92","6.83","6.67","7.58","7.42","8.67","9.33",10,"6.75","0.12",1,0,"Green","NA","NA","NA"
"77.17","Arabica","alejandro garcia palacios","Mexico","finca los andes","Other","Washed / Wet","7.08",7,7,"7.25","7.33","7.25","8.67","8.67",10,"6.92","0.12",1,0,"Green",1200,1200,1200
77,"Arabica","andrew bowman","Peru","producer group (approx. 1,000 farmers)","Caturra","Washed / Wet","7.42","7.75","7.42","7.67","7.92","7.83","8.67","5.33","9.33","7.67",0,7,0,"Green",900,1500,1200
"76.83","Arabica","joshua marsceau","India","NA","NA","Natural / Dry","7.67","7.33","7.17","6.67","7.17","7.42","9.33",10,"6.67","7.42",0,0,7,"Green","NA","NA","NA"
"76.75","Arabica","masamichi hiroike","Mexico","various","Typica","NA","6.67","6.33","6.42","6.83",7,"6.92",10,10,10,"6.58",0,0,0,"NA",1200,1200,1200
"76.5","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","6.42","6.5","6.5","7.33","6.33","6.92",10,10,10,"6.5","0.12",0,0,"None","NA","NA","NA"
"76.42","Arabica","homero antonio de anda andrade","Mexico","NA","Typica","Washed / Wet","7.17","6.58","6.58",7,"7.25","6.58","9.33","9.33",10,"6.58","0.13",0,0,"Green",1100,1100,1100
"76.33","Arabica","juan luis alvarado romero","Guatemala","agropecuaria quiagral","Bourbon","Washed / Wet","7.5",7,"6.83","7.5","7.17","7.33","8.67","8.67","8.67",7,"0.11",0,0,"Green","1310.64","1310.64","1310.64"
"76.33","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","6.17","6.5","6.5","7.17",7,"6.83",10,10,10,"6.17","0.11",0,0,"NA","NA","NA","NA"
"76.25","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.25","7.08","6.83","7.17","7.33","6.83","8.67","8.67","9.33","7.08",0,0,0,"Green","NA","NA","NA"
"76.17","Arabica","eileen koyanagi","United States (Hawaii)","NA","NA","Natural / Dry","7.5","7.33","7.33","7.58","7.67","7.25",8,8,8,"7.5",0,0,0,"Bluish-Green","NA","NA","NA"
"76.17","Arabica","israel eduardo paz garcia","Mexico","agua de la mariposa","Typica","Washed / Wet","7.42",7,"6.83","7.08","6.92","6.83","7.33",10,10,"6.75","0.16",2,0,"None",1400,1400,1400
"76.17","Arabica","william ho","Indonesia","1","Other","Natural / Dry","7.33",7,"6.5","6.08","7.58","6.33","9.33",10,"9.33","6.67","0.12",4,0,"None",3500,3500,3500
"76.08","Arabica","guillermo eduardo bobadilla muguira","Mexico","finca tepictla","Bourbon","Washed / Wet","7.08","6.83","6.83","7.17","7.17","7.08",10,"7.33",10,"6.58","0.12",0,0,"Green",1250,1250,1250
76,"Arabica","cafes finos de exportacion s de r.l.","Honduras","various","Pacas","Natural / Dry","6.83","6.83","6.67","6.83",7,"6.83","9.33","8.67",10,7,"0.11",0,0,"Green",1350,1350,1350
"75.83","Arabica","ana gonzales","Philippines","various","NA","Washed / Wet","6.83","6.5","6.5","6.92","6.75",7,"9.33",10,"9.33","6.67","0.12",0,0,"Green",1000,1000,1000
"75.67","Arabica","volcafe ltda. - brasil","Brazil","NA","NA","Natural / Dry","7.17",7,"6.83","7.5","7.17",7,8,8,10,7,"0.11",0,1,"Green","NA","NA","NA"
"75.58","Arabica","juan luis alvarado romero","Guatemala","agropecuaria quiagral","Bourbon","Washed / Wet","7.92","7.58","7.17","7.58","7.33","7.17",8,8,8,"6.83","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"75.58","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","6.67","6.5","6.33",7,"7.17","6.75","8.67",10,10,"6.5","0.12",0,0,"NA","NA","NA","NA"
"75.5","Arabica","juana rodriguez gutierrez","Mexico","la joya","Pacamara","Washed / Wet","7.5","7.25","6.92",7,"7.17","6.83",8,8,10,"6.83","0.11",4,0,"Green",1100,1100,1100
"75.17","Arabica","francisco hernandez lorenzo","Mexico","zaragoza, montelibano, pamal navil","Mundo Novo","Washed / Wet","7.17","6.92","6.67","6.83","7.25","7.75",10,6,10,"6.58","0.11",0,0,"Green",1200,1200,1200
"75.17","Arabica","montegrande","Mexico","finca monte grande","Other","Washed / Wet","7.25","6.83","6.67","7.08","7.17","6.83",10,"6.67",10,"6.67","0.12",0,0,"NA",1100,1100,1100
"75.17","Arabica","martin jimenez casiano","Mexico","peña campana","Typica","Washed / Wet","7.17","7.17","6.83","7.17","7.42","6.67","8.67","7.33",10,"6.75","0.13",23,0,"Bluish-Green",1280,1280,1280
75,"Arabica","grupo juvenil magtayani, ac","Mexico","la cruz","Typica","Washed / Wet",7,"6.92","6.75","6.92","7.17","6.83",10,"6.67",10,"6.75","0.14",15,0,"Green",850,850,850
"74.92","Arabica","israel eduardo paz garcia","Mexico","el limón","Typica","Washed / Wet","7.08","6.75","6.58",7,7,"6.75","8.67","8.67",10,"6.42","0.17",0,0,"None",1500,1500,1500
"74.83","Arabica","pablo enrique martinez gama","Mexico","la orduña","Typica","Washed / Wet","7.33","6.75","6.67","7.25","7.5",7,10,"5.33",10,7,"0.12",0,0,"Green",1250,1250,1250
"74.75","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","6.75","6.5","6.17",7,"7.25","6.75",8,10,10,"6.33","0.11",0,0,"NA","NA","NA","NA"
"74.75","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","6.75","6.67","6.17","7.17",7,"6.58",8,10,10,"6.42","0.11",0,0,"NA","NA","NA","NA"
"74.67","Arabica","nestor mendez gomez","Mexico","sierra madre","Typica","Washed / Wet","7.08",7,"6.83","7.5","7.33","6.83",8,"7.33",10,"6.75","0.12",0,0,"Green",1700,1700,1700
"74.42","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.5","7.25",7,"7.25","7.42","7.33",8,"8.67","6.67","7.33",0,1,0,"Blue-Green","NA","NA","NA"
"74.33","Arabica","juan luis alvarado romero","Guatemala","la castellana","Bourbon","Washed / Wet","6.5","6.33","6.5","7.5","7.33","6.83","8.67",10,"8.67",6,"0.11",1,0,"Green","1310.64","1310.64","1310.64"
"74.33","Arabica","jorge octavio escamilla prado","Mexico","las ceibas","Typica","Washed / Wet",7,"6.58","6.67","6.83","7.08","6.83",10,"6.67",10,"6.67","0.14",3,0,"Green",1140,1140,1140
74,"Arabica","myrna roxana galvez gonzalez","Mexico","la marina-el orizabeño","Typica","Washed / Wet","6.92","6.42","6.17","7.33","7.25","6.75",10,"6.67",10,"6.5","0.13",0,0,"None",1200,1200,1200
"73.83","Arabica","eugene holman pew","Mexico","rancho vigia","Typica","Washed / Wet","7.67",7,"7.17","7.58","7.33","7.33",10,"2.67",10,"7.08","0.12",0,0,"Green",1250,1250,1250
"73.67","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.17","7.17","7.17","7.58","7.67","6.92","9.33","6.67","6.67","7.33",0,9,0,"NA","NA","NA","NA"
"73.5","Arabica","bourbon specialty coffees","Brazil","NA","NA","NA","7.25","6.58","6.58",7,7,"6.42",8,8,10,"6.67","0.11",0,1,"Green","NA","NA","NA"
"73.42","Arabica","cafes finos de exportacion s de r.l.","Honduras","various","Pacas","Washed / Wet",7,"7.17","6.83","7.17",7,"7.17",8,8,8,"7.08","0.11",1,0,"Green",1350,1350,1350
"72.92","Arabica","kurt kappeli","Mexico","various","Typica","Washed / Wet","7.08","7.08","6.92","7.08","6.92","6.92",8,8,8,"6.92",0,1,0,"NA",1200,1200,1200
"72.83","Arabica","honor dela fuente","Colombia","NA","NA","Natural / Dry",8,"7.33","7.75","7.33","7.42","7.67","6.67","6.67","6.67","7.33",0,0,0,"Bluish-Green","NA","NA","NA"
"72.58","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","6.92","6.92","6.92","7.5","7.58","7.17","6.67","6.67","9.33","6.92","0.11",5,0,"Green","NA","NA","NA"
"72.33","Arabica","myriam kaplan-pasternak","Haiti","2000 farmers","NA","NA","6.92","6.75","7.08","7.17","7.33","6.67",10,"5.33","8.67","6.42","0.08",1,0,"NA",640,1400,1020
"71.75","Arabica","santa laura exportadora de cafe s.l.e.c. s.a.","Costa Rica","several","Caturra","Washed / Wet","6.33","6.5","6.33","6.83","6.33","6.5",10,"6.67",10,"6.25","0.11",0,0,"Green",1200,1200,1200
"71.08","Arabica","jose armando norberto borzani lemini","Mexico","la vuelta","Mundo Novo","Washed / Wet","6.92","6.92","6.92","6.92","7.17",7,10,"2.67",10,"6.58","0.12",4,0,"Green",800,800,800
71,"Arabica","ricardo aaron sampieri marini","Mexico","la morena","Bourbon","Washed / Wet","6.5","6.67","6.42","7.17","7.33","6.5",8,6,10,"6.42","0.11",0,0,"Green",1800,1800,1800
"70.75","Arabica","kurt kappeli","Mexico","various","Typica","Washed / Wet","6.92",7,"6.83","6.92","7.42","6.92",6,6,10,"6.75","0.12",0,0,"Green",1000,1000,1000
"70.67","Arabica","volcafe ltda. - brasil","Brazil","NA","NA","Natural / Dry",7,7,"6.83",7,"7.33","6.83",6,6,10,"6.67","0.11",0,1,"Green","NA","NA","NA"
"69.33","Arabica","cadexsa","Honduras","cerro bueno","Catuai","Washed / Wet","6.67","6.5","6.17","6.67","6.83","6.17",8,8,8,"6.33","0.1",0,0,"Green",1450,1450,1450
"69.17","Arabica","cadexsa","Honduras","cerro bueno","Catuai","Washed / Wet",7,"6.17","6.17","6.67","6.5","6.17",8,8,8,"6.5","0.1",0,0,"Green",1450,1450,1450
"69.17","Arabica","cadexsa","Honduras","cerro bueno","Catuai","Washed / Wet",7,"6.33","6.17","6.5","6.67","6.17",8,8,8,"6.33","0.1",0,0,"Green",1450,1450,1450
"68.33","Arabica","juan carlos garcia lopez","Mexico","el centenario","Bourbon","Washed / Wet","7.08","6.83","6.25","7.42","7.25","6.75",10,0,10,"6.75","0.11",0,0,"None",900,900,900
"67.92","Arabica","myriam kaplan-pasternak","Haiti","200 farms","Typica","Natural / Dry","6.75","6.58","6.42","6.67","7.08","6.67","9.33",6,6,"6.42","0.14",8,0,"Blue-Green",350,350,350
"63.08","Arabica","exportadora atlantic, s.a.","Nicaragua","finca las marías","Caturra","Other","7.25","6.58","6.33","6.25","6.42","6.08",6,6,6,"6.17","0.13",1,0,"Green",1100,1100,1100
"59.83","Arabica","juan luis alvarado romero","Guatemala","finca el limon","Catuai","Washed / Wet","7.5","6.67","6.67","7.67","7.33","6.67",8,"1.33","1.33","6.67","0.1",0,0,"Green","1417.32","1417.32","1417.32"
0,"Arabica","bismarck castro","Honduras","los hicaques","Caturra","NA",0,0,0,0,0,0,0,0,0,0,"0.12",0,0,"Green",1400,1400,1400
"83.75","Robusta","ankole coffee producers coop","Uganda","kyangundu cooperative society","NA","NA","7.83","8.08","7.75","7.92","8.25","7.92",10,10,8,8,"0.12",0,0,"Green",1488,1488,1488
